cell_id,lon,lat,canopy_pct,tree_count,lst_c,dw_built,road_pct,sidewalk_pct,pop_density,poverty,income_proxy,value_per_acre,near_park_m,near_bike_m
4079,-121.721739,38.569697,0.0,0,31.15799331665039,0.5011670349631459,8.388312912346843,0.0,832.6164254632198,12.2431055682417,,,403.0422770436858,129.81195847890282
3866,-121.729804,38.567983,26.77,13,30.62820053100586,0.6661273969803005,,,5543.58416190549,12.2431055682417,,,116.0877808176586,38.504631510033185
3970,-121.728641,38.568871,0.0,0,29.168704986572266,0.0736707525793463,,,2444.62598788832,12.2431055682417,,,18.11134281298084,32.789416823465096
3971,-121.727493,38.568859,2.63,1,30.118915557861328,0.22024184837937355,,,2444.62598788832,12.2431055682417,,,0.0,52.3661914684349
3969,-121.729788,38.568884,3.63,2,29.2575740814209,0.21398006298113614,,,2444.62598788832,12.2431055682417,,,101.24064853081207,11.491269059016595
3968,-121.730593,38.568889,14.93,3,32.41582489013672,0.2284955815412104,,,2444.62598788832,12.2431055682417,,,168.79974661226598,3.4320905314499233
4073,-121.728625,38.569772,2.51,1,29.182376861572266,0.11536935344338417,,,2444.62598788832,12.2431055682417,,,89.78367470751328,55.99093931734871
4071,-121.730566,38.56979,13.7,1,33.10284423828125,0.09833492385223508,,,2444.62598788832,12.2431055682417,,,209.8917553141434,1.5004410572477487
4072,-121.729772,38.569785,0.0,0,29.82838249206543,0.0846103171352297,,,2444.62598788832,12.2431055682417,,,159.56474002610105,67.076965846922
4074,-121.727477,38.56976,14.64,9,31.875776290893555,0.7036725583020598,,,2444.62598788832,12.2431055682417,197855.03989481067,3119222.035361767,21.423224567557803,6.238737064747243
4174,-121.73054,38.57069,5.06,1,33.225894927978516,0.6402368872659281,,,832.6164254632198,12.2431055682417,,,278.53921150578776,0.5212983628076718
3132,-121.744833,38.561837,1.27,0,33.57453155517578,0.7315135337412357,,,3273.532226660394,20.070648683365448,48347.054183532455,3951943.6046311986,137.05059896421002,16.456863998481264
3237,-121.742522,38.562713,0.0,0,33.54376983642578,0.7456431615282781,,,0.0,,,16140743.17347023,69.6083673918281,70.0693520516156
